OBJECTID_1,ZCTA5CE10,FIRST_STAT,FIRST_GEOI,FIRST_CLAS,FIRST_MTFC,FIRST_FUNC,ZCTA5N,STATE,AREALAND,AREAWATR,POP100,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65_,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,REPORT_2_P,REPORT_9_P,Shape_Length,Shape_Area
59,20695,24,2420695,B5,G6350,S,20695,24,32761135,133483,6794,2574,3129,2948,51,169,7,11,205,274,46.1,43.4,0.8,2.5,0.1,0.2,3,4,768,11.3,39.2,110,4.3,74.1,12.7,15.1,26.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20695.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20695.pdf,60110.9896662843,53925135.2522275
60,20701,24,2420701,B5,G6350,S,20701,24,3428521,6563,2,1,1,1,0,0,0,0,0,0,50,50,0,0,0,0,0,0,1,50,60.5,0,0,0,0,100,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20701.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20701.pdf,24360.1890523629,5715903.19983251
61,20705,24,2420705,B5,G6350,S,20705,24,40930151,266150,26188,9281,6094,10065,46,3022,7,135,650,6169,23.3,38.4,0.2,11.5,0,0.5,2.5,23.6,2645,10.1,35.7,557,6,55.9,16,33.4,31.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20705.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20705.pdf,52689.8109759909,68398740.5552255
62,20706,24,2420706,B5,G6350,S,20706,24,26832451,131889,38692,13065,3426,26507,61,1576,23,86,642,6371,8.9,68.5,0.2,4.1,0.1,0.2,1.7,16.5,3760,9.7,34,822,6.3,56.4,14.2,34.2,39.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20706.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20706.pdf,71552.9994043686,44665879.4249622
63,20707,24,2420707,B5,G6350,S,20707,24,28896187,481328,31538,13576,9599,13425,72,2849,15,111,796,4671,30.4,42.6,0.2,9,0,0.4,2.5,14.8,2998,9.5,35.7,892,6.6,53.6,12.5,38.7,32.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20707.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20707.pdf,44625.3825006318,48274613.7009389
64,20708,24,2420708,B5,G6350,S,20708,24,36245211,784570,25546,10733,4874,15394,57,1146,7,84,710,3274,19.1,60.3,0.2,4.5,0,0.3,2.8,12.8,1876,7.3,32,789,7.4,31,15.1,63.5,45.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20708.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20708.pdf,46263.9630975285,61478791.1711767
65,20710,24,2420710,B5,G6350,S,20710,24,2847143,8094,9313,3882,483,5951,25,190,2,19,120,2523,5.2,63.9,0.3,2,0,0.2,1.3,27.1,872,9.4,31.5,286,7.4,19.9,12.9,77.2,50.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20710.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20710.pdf,15720.4369804704,4726541.91267068
66,20711,24,2420711,B5,G6350,S,20711,24,88051334,1420884,6643,2710,5190,985,39,41,1,7,187,193,78.1,14.8,0.6,0.6,0,0.1,2.8,2.9,1036,15.6,44.3,146,5.4,50.4,43,11.5,30.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20711.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20711.pdf,75646.897598257,145305727.878308
67,20712,24,2420712,B5,G6350,S,20712,24,1892811,12394,9031,3927,1112,4630,27,197,2,36,137,2890,12.3,51.3,0.3,2.2,0,0.4,1.5,32,589,6.5,32.6,264,6.7,23,13.6,73.4,49,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20712.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20712.pdf,10050.9998330902,3153948.66381609
68,20714,24,2420714,B5,G6350,S,20714,24,6037605,4535724,4345,2179,3705,301,21,54,1,8,142,113,85.3,6.9,0.5,1.2,0,0.2,3.3,2.6,473,10.9,37.8,207,9.5,57.4,12.2,34.7,39,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20714.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20714.pdf,25519.6372312326,10060764.6668175
69,20715,24,2420715,B5,G6350,S,20715,24,37644219,169230,26382,9357,14978,7746,48,931,4,56,847,1772,56.8,29.4,0.2,3.5,0,0.2,3.2,6.7,3826,14.5,40.5,274,2.9,72.6,19.8,9.5,22.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20715.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20715.pdf,40493.7682517193,62677296.9199417
70,20716,24,2420716,B5,G6350,S,20716,24,29884962,178423,20787,8469,5572,12428,54,920,12,83,631,1087,26.8,59.8,0.3,4.4,0.1,0.4,3,5.2,2097,10.1,37.8,372,4.4,67.9,7.9,26.3,32.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20716.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20716.pdf,31594.8877009942,49746088.1106537
71,20720,24,2420720,B5,G6350,S,20720,24,28942710,207151,21031,7229,4207,13522,62,1479,1,37,541,1182,20,64.3,0.3,7,0,0.2,2.6,5.6,1443,6.9,38.9,289,4,87,6.6,6.9,23.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20720.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20720.pdf,53313.9616883101,48308844.5292577
72,20721,24,2420721,B5,G6350,S,20721,24,43235668,376606,27016,9595,1667,23354,49,605,4,46,539,752,6.2,86.4,0.2,2.2,0,0.2,2,2.8,2851,10.6,41.9,400,4.2,83.7,5.6,11.3,28,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20721.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20721.pdf,44136.5372006967,72153122.0948713
73,20722,24,2420722,B5,G6350,S,20722,24,3810192,79461,5711,1945,740,2187,18,255,0,16,111,2384,13,38.3,0.3,4.5,0,0.3,1.9,41.7,512,9,35,191,9.8,60.8,14.9,28.6,35.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20722.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20722.pdf,11882.2809327094,6437651.27822318
74,20723,24,2420723,B5,G6350,S,20723,24,34017963,1095691,28972,10491,13767,7563,64,4139,12,85,974,2368,47.5,26.1,0.2,14.3,0,0.3,3.4,8.2,1720,5.9,35.1,451,4.3,63.9,11.4,27.9,22.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20723.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20723.pdf,57627.0339497561,56956307.3568735
75,20724,24,2420724,B5,G6350,S,20724,24,20761159,0,16093,6615,5436,6626,35,1321,8,35,481,2151,33.8,41.2,0.2,8.2,0,0.2,3,13.4,990,6.2,33.7,314,4.7,53.7,12.7,38.5,35,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20724.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20724.pdf,37793.8249032458,34521599.2716123
76,20732,24,2420732,B5,G6350,S,20732,24,26384774,6619580,9919,3957,8111,1123,44,112,4,10,234,281,81.8,11.3,0.4,1.1,0,0.1,2.4,2.8,746,7.5,37.7,256,6.5,72.4,10.9,18.7,29.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20732.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20732.pdf,54796.1305251638,43527703.9968171
77,20733,24,2420733,B5,G6350,S,20733,24,8509429,1055182,2672,1108,2188,314,11,23,2,4,48,82,81.9,11.8,0.4,0.9,0.1,0.1,1.8,3.1,313,11.7,43.1,60,5.4,75.5,13.6,12.6,27.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20733.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20733.pdf,20945.127692182,14276422.4083658
78,20735,24,2420735,B5,G6350,S,20735,24,67167555,284829,35421,12617,3437,28393,98,870,11,56,731,1825,9.7,80.2,0.3,2.5,0,0.2,2.1,5.2,4043,11.4,41.3,611,4.8,80.8,8.8,11.4,33.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20735.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20735.pdf,65819.2081213215,111064205.13876
79,20736,24,2420736,B5,G6350,S,20736,24,66156497,1655248,8904,3037,7512,861,21,146,3,11,173,177,84.4,9.7,0.2,1.6,0,0.1,1.9,2,947,10.6,42.9,89,2.9,78.4,15.8,6.9,14.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20736.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20736.pdf,90988.9264891682,109105762.356416
80,20737,24,2420737,B5,G6350,S,20737,24,10724278,76543,20684,6227,2449,7202,47,619,8,52,368,9939,11.8,34.8,0.2,3,0,0.3,1.8,48.1,1255,6.1,29.7,465,7.5,42.8,14.7,49.8,36.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20737.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20737.pdf,28918.1279016627,17891141.7312689
81,20740,24,2420740,B5,G6350,S,20740,24,20714189,159386,28780,11011,15280,4492,57,3716,18,82,798,4337,53.1,15.6,0.2,12.9,0.1,0.3,2.8,15.1,2162,7.5,24,1642,14.9,34.9,23.9,54.1,28.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20740.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20740.pdf,42236.8204700071,34612780.2838976
82,20742,24,2420742,B5,G6350,S,20742,24,1918801,0,7808,1,4905,875,8,1259,4,107,201,449,62.8,11.2,0.1,16.1,0.1,1.4,2.6,5.8,0,0,19.4,0,0,0,0,100,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20742.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20742.pdf,9880.33335898413,3180605.3239016
83,20743,24,2420743,B5,G6350,S,20743,24,25190668,21486,38621,15511,846,34764,110,149,1,44,597,2110,2.2,90,0.3,0.4,0,0.1,1.5,5.5,4683,12.1,35.8,1603,10.3,53.2,17.1,35.9,62.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20743.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20743.pdf,51126.5275837729,41668292.3337734
84,20744,24,2420744,B5,G6350,S,20744,24,68211790,323424,50722,19468,4202,38225,124,3084,19,111,1176,3781,8.3,75.4,0.2,6.1,0,0.2,2.3,7.5,6792,13.4,41.5,1251,6.4,70.6,11.5,20.1,39.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20744.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20744.pdf,77957.489644356,112500217.121443
85,20745,24,2420745,B5,G6350,S,20745,24,16741975,262294,28451,12165,1310,22460,52,1259,10,55,524,2781,4.6,78.9,0.2,4.4,0,0.2,1.8,9.8,2616,9.2,35.4,1094,9,37.2,13.5,57,60.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20745.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20745.pdf,31260.9400121294,27643631.2210913
86,20746,24,2420746,B5,G6350,S,20746,24,20404769,42326,28838,12548,1279,24750,94,312,14,42,522,1825,4.4,85.8,0.3,1.1,0,0.1,1.8,6.3,2717,9.4,33.5,998,8,35.2,11.7,60.1,64.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20746.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20746.pdf,38104.6835453746,33748655.7679251
87,20747,24,2420747,B5,G6350,S,20747,24,19771363,5039,40054,16486,1261,35993,100,297,11,54,644,1694,3.1,89.9,0.2,0.7,0,0.1,1.6,4.2,3221,8,34.2,1145,6.9,48.7,9.3,46.3,61.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20747.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20747.pdf,28393.5530732939,32657653.3758792
88,20748,24,2420748,B5,G6350,S,20748,24,23521810,12156,38792,16684,2120,33410,114,480,8,64,647,1949,5.5,86.1,0.3,1.2,0,0.2,1.7,5,4805,12.4,38.4,1133,6.8,48.3,14.8,43.3,56.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20748.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20748.pdf,42844.2595578483,38821744.6274515
89,20751,24,2420751,B5,G6350,S,20751,24,13138777,3106769,2343,1107,2147,95,8,12,2,0,18,61,91.6,4.1,0.3,0.5,0.1,0,0.8,2.6,366,15.6,45.9,60,5.4,65.1,21.7,16.9,24.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20751.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20751.pdf,57648.1861024454,21662179.6570325
90,20754,24,2420754,B5,G6350,S,20754,24,43684109,2131263,6951,2420,5961,482,20,151,3,12,162,160,85.8,6.9,0.3,2.2,0,0.2,2.3,2.3,879,12.6,44,68,2.8,74.9,20.5,5.8,14,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20754.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20754.pdf,62844.9744884763,72348462.1123121
91,20755,24,2420755,B5,G6350,S,20755,24,21701209,31874,9302,2714,5144,2124,49,261,31,30,490,1173,55.3,22.8,0.5,2.8,0.3,0.3,5.3,12.6,47,0.5,23.5,369,13.6,0.5,20,99.4,13.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20755.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20755.pdf,30767.2849295163,36142570.3141679
92,20758,24,2420758,B5,G6350,S,20758,24,10432083,0,721,283,649,43,0,0,0,0,10,19,90,6,0,0,0,0,1.4,2.6,125,17.3,46.5,21,7.4,61.7,30.9,10.7,19.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20758.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20758.pdf,25872.2249951946,17168966.2742423
93,20759,24,2420759,B5,G6350,S,20759,24,16425882,711849,3355,1155,2396,273,4,456,0,8,109,109,71.4,8.1,0.1,13.6,0,0.2,3.2,3.2,393,11.7,41.8,72,6.2,78.3,16.4,6.3,13.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20759.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20759.pdf,49515.2679205455,27441975.0362583
94,20762,24,2420762,B5,G6350,S,20762,24,15270777,6924,2973,1385,1664,637,10,70,16,16,143,417,56,21.4,0.3,2.4,0.5,0.5,4.8,14,8,0.3,23.5,391,28.2,0.4,50,99.2,12.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20762.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20762.pdf,24238.316458831,25195671.2860358
95,20763,24,2420763,B5,G6350,S,20763,24,3662440,4924,2664,1059,1281,668,8,412,0,10,81,204,48.1,25.1,0.3,15.5,0,0.4,3,7.7,177,6.6,32.4,90,8.5,29.5,20,63.1,33,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20763.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20763.pdf,18971.1825372763,6103895.87512161
96,20764,24,2420764,B5,G6350,S,20764,24,10576066,7504671,4176,1945,3488,449,17,29,0,10,73,110,83.5,10.8,0.4,0.7,0,0.2,1.7,2.6,469,11.2,41.4,135,6.9,72.9,14.9,14.3,28.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20764.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20764.pdf,37341.7009348359,17833139.7811568
97,20765,24,2420765,B5,G6350,S,20765,24,1207947,516047,514,246,408,86,2,3,0,0,7,8,79.4,16.7,0.4,0.6,0,0,1.4,1.6,115,22.4,53.3,16,6.5,48.2,37.6,22.8,32.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20765.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20765.pdf,9344.32839282911,1994219.28019893
98,20769,24,2420769,B5,G6350,S,20769,24,19897450,268746,6604,2150,1490,4030,8,418,3,28,150,477,22.6,61,0.1,6.3,0,0.4,2.3,7.2,609,9.2,40.7,73,3.4,84.9,10.1,5.5,17.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20769.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20769.pdf,38983.8785865276,33431102.9657065
99,20770,24,2420770,B5,G6350,S,20770,24,21280621,195187,25173,11407,6079,12542,43,2246,19,65,638,3541,24.1,49.8,0.2,8.9,0.1,0.3,2.5,14.1,1823,7.2,33.6,738,6.5,36.4,20.2,54.3,47.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20770.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20770.pdf,35758.6531747217,35612921.2052404
100,20772,24,2420772,B5,G6350,S,20772,24,185336844,3571338,42625,16207,5992,33295,172,533,23,68,1048,1494,14.1,78.1,0.4,1.3,0.1,0.2,2.5,3.5,3785,8.9,38.9,820,5.1,78.7,8.8,13.7,33.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20772.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20772.pdf,147380.758819096,306964308.529196
101,20774,24,2420774,B5,G6350,S,20774,24,89954196,494052,43013,17131,1704,38521,97,793,9,84,747,1058,4,89.6,0.2,1.8,0,0.2,1.7,2.5,4517,10.5,39.1,750,4.4,73.9,6.5,21,37.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20774.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20774.pdf,100958.534394812,149319114.855135
102,20776,24,2420776,B5,G6350,S,20776,24,58404040,5967523,3289,1224,2693,376,9,18,7,1,52,133,81.9,11.4,0.3,0.5,0.2,0,1.6,4,466,14.2,44.6,50,4.1,60.7,32.4,10.2,23.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20776.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20776.pdf,99888.314745744,96489273.9880626
103,20777,24,2420777,B5,G6350,S,20777,24,19568844,110664,3314,1111,2692,155,10,274,2,2,79,100,81.2,4.7,0.3,8.3,0.1,0.1,2.4,3,428,12.9,45.6,27,2.4,76.3,20.1,4.5,7.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20777.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20777.pdf,33086.3019653812,32747263.3260612
104,20778,24,2420778,B5,G6350,S,20778,24,20343335,1738005,2009,813,1816,87,3,22,0,1,24,56,90.4,4.3,0.1,1.1,0,0,1.2,2.8,248,12.3,45.4,49,6,75.8,16.4,9.4,15.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20778.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20778.pdf,46482.4134983744,33577853.397437
105,20779,24,2420779,B5,G6350,S,20779,24,16812673,1629478,1182,534,1023,82,11,12,0,2,16,36,86.5,6.9,0.9,1,0,0.2,1.4,3,191,16.2,47.9,23,4.3,66.6,24.1,12.3,16.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20779.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20779.pdf,28707.0235581103,27868625.6228847
106,20781,24,2420781,B5,G6350,S,20781,24,6312229,205096,11440,4093,2786,3552,38,300,8,45,219,4492,24.4,31,0.3,2.6,0.1,0.4,1.9,39.3,766,6.7,32.9,282,6.9,47.5,15.4,43.9,34.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20781.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20781.pdf,36114.7262374549,10789076.0627884
107,20782,24,2420782,B5,G6350,S,20782,24,10973600,99086,30560,11552,4656,13941,62,945,17,96,549,10294,15.2,45.6,0.2,3.1,0.1,0.3,1.8,33.7,2885,9.4,32.6,742,6.4,36.2,18.2,55.8,40.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20782.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20782.pdf,29106.5901946853,18341274.585803
108,20783,24,2420783,B5,G6350,S,20783,24,14579957,25155,44487,13891,3390,11843,99,2066,23,147,495,26424,7.6,26.6,0.2,4.6,0.1,0.3,1.1,59.4,3352,7.5,30.8,1015,7.3,37,18.4,54.7,39.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20783.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20783.pdf,46320.5121508811,24215849.763751
109,20784,24,2420784,B5,G6350,S,20784,24,11027347,1897,29449,10155,2384,16636,85,771,15,116,437,9005,8.1,56.5,0.3,2.6,0.1,0.4,1.5,30.6,2075,7,32.1,827,8.1,53.6,12.4,38.8,39.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20784.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20784.pdf,36981.1454767974,18262325.406313
110,20785,24,2420785,B5,G6350,S,20785,24,25546966,43907,35052,14864,2222,28496,70,320,6,68,612,3258,6.3,81.3,0.2,0.9,0,0.2,1.7,9.3,3062,8.7,33.2,2117,14.2,48,10.7,46.2,56.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20785.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20785.pdf,48891.4586525743,42334535.0387961
111,20794,24,2420794,B5,G6350,S,20794,24,26420064,32237,14098,3202,6226,6217,31,424,1,32,303,864,44.2,44.1,0.2,3,0,0.2,2.1,6.1,896,6.4,36.2,137,4.3,59.5,22.5,23.3,28,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20794.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20794.pdf,49393.387668747,44045640.668811
112,20812,24,2420812,B5,G6350,S,20812,24,496734,371058,255,100,230,3,0,6,0,0,6,10,90.2,1.2,0,2.4,0,0,2.4,3.9,33,12.9,42.4,4,4,72.9,19.5,9.4,4.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20812.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20812.pdf,5468.2696078321,1437528.62923803
113,20814,24,2420814,B5,G6350,S,20814,24,13166146,52953,27642,14103,21021,1134,34,2572,20,74,695,2092,76,4.1,0.1,9.3,0.1,0.3,2.5,7.6,4508,16.3,40.3,838,5.9,40.5,27.7,43.9,14.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20814.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20814.pdf,32694.7080476027,21921356.9972624
114,20815,24,2420815,B5,G6350,S,20815,24,14066048,35097,29082,13850,23357,1256,28,1804,13,90,702,1832,80.3,4.3,0.1,6.2,0,0.3,2.4,6.3,6002,20.6,45.4,759,5.5,45.4,28.9,36.2,13.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20815.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20815.pdf,30177.7064133009,23370129.7352555
115,20816,24,2420816,B5,G6350,S,20816,24,8975177,1552658,16208,6666,13426,366,14,902,6,61,377,1056,82.8,2.3,0.1,5.6,0,0.4,2.3,6.5,2805,17.3,44,256,3.8,58,27.5,20,10.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20816.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20816.pdf,21109.3501913722,17433960.4420673
